,Open,High,Low,Close,Volume
6529,618.245,618.525,617.12,618.0,16194
6530,618.0,618.0,616.48,616.545,10814
6531,616.575,616.66,615.64,616.53,8085
6532,616.55,616.9,615.64,616.9,12335
6533,616.705,618.94,616.705,618.94,4968
6534,619.48,619.73,616.0,619.13,17808
6535,618.58,620.17,616.645,620.17,8704
6536,621.32,627.37,620.735,627.37,11553
6537,626.52,626.69,624.015,625.26,15518
6538,626.66,627.51,626.565,627.12,6773
6539,627.235,628.125,626.29,626.77,14469
6540,627.96,628.73,626.39,626.39,8818
6541,625.89,628.85,625.89,628.845,5562
6542,629.07,629.07,627.39,628.13,8913
6543,627.62,629.66,627.58,627.95,18185
6544,627.37,628.17,625.99,627.99,19788
6545,628.71,629.355,626.93,626.93,5665
6546,625.975,626.08,624.24,624.93,9291
6547,624.63,624.63,620.89,621.56,10802
6548,621.74,623.05,621.19,622.08,13477
6549,621.62,622.02,620.47,621.28,10728
6550,621.04,621.05,616.84,616.84,37444
6551,616.05,616.57,614.95,615.07,77690
6552,617.06,620.86,617.06,619.11,21695
6553,618.79,619.355,616.13,616.13,12460
6554,616.13,616.7,612.81,612.86,18005
6555,613.3,615.24,613.3,614.36,13541
6556,614.14,615.258,611.59,612.34,14235
6557,612.33,613.8,611.85,613.285,10644
6558,612.87,613.21,609.6,609.63,19541
6559,609.6,609.81,607.285,608.255,24195
6560,608.26,609.29,607.69,608.74,11956
6561,609.15,610.79,609.15,610.44,8547
6562,610.16,612.335,610.075,612.11,15028
6563,612.48,613.3,612.4,612.48,14234
6564,613.28,614.47,613.28,614.22,5948
6565,613.935,614.03,612.96,613.11,6858
6566,613.87,613.87,612.15,612.825,12763
6567,612.9,614.422,612.01,614.14,10036
6568,613.94,614.81,613.69,614.81,3177
6569,614.875,616.7,614.525,616.48,9427
6570,616.48,616.668,615.67,616.29,4160
6571,616.53,616.53,615.225,615.975,4529
6572,616.01,616.32,614.93,615.705,7580
6573,615.81,616.135,615.33,615.86,4190
6574,615.87,615.955,615.3,615.955,4520
6575,615.785,615.935,614.88,615.32,7168
6576,615.225,615.51,614.04,614.7,8694
6577,614.797,615.34,614.52,615.31,4686
6578,615.31,615.9,615.06,615.49,8450
6579,615.69,616.12,615.69,616.0,3035
6580,615.96,616.447,615.8,616.435,4853
6581,616.505,617.192,616.505,617.192,4332
6582,616.98,616.98,615.58,615.9,5224
6583,615.68,615.94,615.09,615.09,3338
6584,615.17,615.17,613.98,614.1,3767
6585,613.46,613.545,613.37,613.545,1472
6586,613.61,615.2,613.31,615.2,6993
6587,615.19,615.19,614.69,614.91,2228
6588,614.54,614.64,613.52,613.55,5381
6589,613.47,613.485,612.719,613.25,4026
6590,613.75,613.925,613.27,613.27,9236
6591,613.355,613.66,612.97,613.46,7447
6592,613.46,613.5,612.86,612.86,5762
6593,612.54,613.43,612.53,613.43,6858
6594,613.515,613.889,613.295,613.54,7424
